Gene	NAD.count	total.count
AT5G37380.9	NA	NA
AT5G37475.1	NA	NA
AT5G37475.2	NA	NA
AT5G37475.3	NA	NA
AT5G38480.1	NA	NA
AT5G38480.2	NA	NA
AT5G38480.3	NA	NA
AT5G38590.1	NA	NA
AT5G38590.2	NA	NA
AT5G38590.3	NA	NA
AT5G38590.4	NA	NA
AT5G38650.1	NA	NA
AT5G38980.1	NA	NA
AT5G39570.1	NA	NA
AT5G39570.2	NA	NA
AT5G39730.1	NA	NA
AT5G39950.1	NA	NA
AT5G40370.1	NA	NA
AT5G40370.2	NA	NA
AT5G40670.1	NA	NA
AT5G40740.1	NA	NA
AT5G40760.1	NA	NA
AT5G40760.2	NA	NA
AT5G40810.1	NA	NA
AT5G40810.2	NA	NA
AT5G40890.1	NA	NA
AT5G40890.2	NA	NA
AT5G40930.1	NA	NA
AT5G40930.2	NA	NA
AT5G40950.1	NA	NA
AT5G41520.1	NA	NA
AT5G41520.2	NA	NA
AT5G41700.1	NA	NA
AT5G41700.2	NA	NA
AT5G41700.3	NA	NA
AT5G41700.4	NA	NA
AT5G41700.5	NA	NA
AT5G42070.1	NA	NA
AT5G42080.1	NA	NA
AT5G42080.3	NA	NA
AT5G42080.4	NA	NA
AT5G42090.1	NA	NA
AT5G42092.1	NA	NA
AT5G42190.1	NA	NA
AT5G42270.1	NA	NA
AT5G42300.1	NA	NA
AT5G42560.1	NA	NA
AT5G42560.2	NA	NA
AT5G42560.3	NA	NA
AT5G42980.1	NA	NA
AT5G43010.1	NA	NA
AT5G43180.1	NA	NA
AT5G43260.1	NA	NA
AT5G43430.1	NA	NA
AT5G43430.3	NA	NA
AT5G43440.1	NA	NA
AT5G43440.2	NA	NA
AT5G43460.1	NA	NA
AT5G43460.2	NA	NA
AT5G43750.1	NA	NA
AT5G43780.1	NA	NA
AT5G43940.1	NA	NA
AT5G43940.2	NA	NA
AT5G44020.1	NA	NA
AT5G44130.1	NA	NA
AT5G44190.1	NA	NA
AT5G44190.2	NA	NA
AT5G44340.1	NA	NA
AT5G44520.1	NA	NA
AT5G44520.2	NA	NA
AT5G45130.1	NA	NA
AT5G45130.2	NA	NA
AT5G45350.1	NA	NA
AT5G45350.2	NA	NA
AT5G45350.3	NA	NA
AT5G45350.5	NA	NA
AT5G45350.6	NA	NA
AT5G45350.7	NA	NA
AT5G45930.1	NA	NA
AT5G46110.1	NA	NA
AT5G46110.2	NA	NA
AT5G46110.3	NA	NA
AT5G46110.4	NA	NA
AT5G46190.1	NA	NA
AT5G46190.2	NA	NA
AT5G46190.3	NA	NA
AT5G46190.4	NA	NA
AT5G46290.1	NA	NA
AT5G46290.2	NA	NA
AT5G46290.3	NA	NA
AT5G46430.1	NA	NA
AT5G46430.2	NA	NA
AT5G46620.1	NA	NA
AT5G46860.1	NA	NA
AT5G47030.1	NA	NA
AT5G47110.1	NA	NA
AT5G47120.1	NA	NA
AT5G47190.1	NA	NA
AT5G47200.1	NA	NA
AT5G47210.1	NA	NA
AT5G47210.2	NA	NA
AT5G47210.3	NA	NA
AT5G47370.1	NA	NA
AT5G47520.1	NA	NA
AT5G47550.1	NA	NA
AT5G47560.1	NA	NA
AT5G47580.1	NA	NA
AT5G47630.1	NA	NA
AT5G47630.2	NA	NA
AT5G47630.3	NA	NA
AT5G47640.1	NA	NA
AT5G47700.1	NA	NA
AT5G47700.2	NA	NA
AT5G47770.1	NA	NA
AT5G47930.1	NA	NA
AT5G48000.1	NA	NA
AT5G48000.2	NA	NA
AT5G48000.3	NA	NA
AT5G48000.4	NA	NA
AT5G48000.6	NA	NA
AT5G48000.7	NA	NA
AT5G48150.1	NA	NA
AT5G48150.2	NA	NA
AT5G48150.3	NA	NA
AT5G48150.4	NA	NA
AT5G48160.1	NA	NA
AT5G48160.2	NA	NA
AT5G48370.1	NA	NA
AT5G48385.1	NA	NA
AT5G48480.1	NA	NA
AT5G48485.1	NA	NA
AT5G48760.1	NA	NA
AT5G48760.2	NA	NA
AT5G48790.1	NA	NA
AT5G48790.2	NA	NA
AT5G48840.1	NA	NA
AT5G49720.1	NA	NA
AT5G49760.1	NA	NA
AT5G50860.1	NA	NA
AT5G50860.2	NA	NA
AT5G50920.1	NA	NA
AT5G51020.1	NA	NA
AT5G51040.1	NA	NA
AT5G51040.2	NA	NA
AT5G51040.3	NA	NA
AT5G51040.4	NA	NA
AT5G51180.1	NA	NA
AT5G51180.2	NA	NA
AT5G51340.1	NA	NA
AT5G51970.1	NA	NA
AT5G51970.2	NA	NA
AT5G52030.1	NA	NA
AT5G52030.2	NA	NA
AT5G52060.1	NA	NA
AT5G52170.1	NA	NA
AT5G52190.1	NA	NA
AT5G52650.1	NA	NA
AT5G52840.1	NA	NA
AT5G53048.1	NA	NA
AT5G53050.4	NA	NA
AT5G53050.5	NA	NA
AT5G53120.1	NA	NA
AT5G53120.2	NA	NA
AT5G53120.3	NA	NA
AT5G53120.4	NA	NA
AT5G53120.5	NA	NA
AT5G53120.6	NA	NA
AT5G53140.1	NA	NA
AT5G53140.2	NA	NA
AT5G53170.1	NA	NA
AT5G53300.1	NA	NA
AT5G53300.2	NA	NA
AT5G53300.4	NA	NA
AT5G53330.1	NA	NA
AT5G53400.1	NA	NA
AT5G53480.1	NA	NA
AT5G53580.1	NA	NA
AT5G53880.1	NA	NA
AT5G54110.1	NA	NA
AT5G54110.2	NA	NA
AT5G54160.1	NA	NA
AT5G54270.1	NA	NA
AT5G54380.1	NA	NA
AT5G54640.1	NA	NA
AT5G54720.1	NA	NA
AT5G54750.1	NA	NA
AT5G54750.2	NA	NA
AT5G54760.1	NA	NA
AT5G54760.2	NA	NA
AT5G54760.3	NA	NA
AT5G54760.4	NA	NA
AT5G54770.1	NA	NA
AT5G54930.1	NA	NA
AT5G54930.2	NA	NA
AT5G54940.1	NA	NA
AT5G54940.2	NA	NA
AT5G54940.3	NA	NA
AT5G54980.1	NA	NA
AT5G55070.1	NA	NA
AT5G55160.1	NA	NA
AT5G55160.2	NA	NA
AT5G55220.1	NA	NA
AT5G55710.1	NA	NA
AT5G55830.1	NA	NA
AT5G55850.1	NA	NA
AT5G55850.2	NA	NA
AT5G55850.3	NA	NA
AT5G56020.1	NA	NA
AT5G56020.2	NA	NA
AT5G56170.1	NA	NA
AT5G56670.1	NA	NA
AT5G56680.1	NA	NA
AT5G56710.1	NA	NA
AT5G56710.2	NA	NA
AT5G56795.1	NA	NA
AT5G56900.1	NA	NA
AT5G56900.2	NA	NA
AT5G56900.3	NA	NA
AT5G57090.1	NA	NA
AT5G57090.2	NA	NA
AT5G57240.1	NA	NA
AT5G57240.2	NA	NA
AT5G57240.3	NA	NA
AT5G57240.4	NA	NA
AT5G57240.5	NA	NA
AT5G57290.1	NA	NA
AT5G57290.3	NA	NA
AT5G57345.1	NA	NA
AT5G57360.1	NA	NA
AT5G57610.1	NA	NA
AT5G57655.1	NA	NA
AT5G57655.2	NA	NA
AT5G57815.1	NA	NA
AT5G57860.1	NA	NA
AT5G57860.2	NA	NA
AT5G57860.3	NA	NA
AT5G57860.4	NA	NA
AT5G57870.1	NA	NA
AT5G57870.2	NA	NA
AT5G57900.1	NA	NA
AT5G57930.1	NA	NA
AT5G57930.2	NA	NA
AT5G58060.1	NA	NA
AT5G58060.2	NA	NA
AT5G58070.1	NA	NA
AT5G58330.1	NA	NA
AT5G58330.2	NA	NA
AT5G58330.3	NA	NA
AT5G58640.1	NA	NA
AT5G58640.2	NA	NA
AT5G58740.1	NA	NA
AT5G58770.1	NA	NA
AT5G58800.1	NA	NA
AT5G58800.2	NA	NA
AT5G58950.1	NA	NA
AT5G59010.1	NA	NA
AT5G59010.2	NA	NA
AT5G59030.1	NA	NA
AT5G59540.1	NA	NA
AT5G59540.2	NA	NA
AT5G59770.1	NA	NA
AT5G59800.1	NA	NA
AT5G59870.1	NA	NA
AT5G60360.1	NA	NA
AT5G60360.2	NA	NA
AT5G60360.3	NA	NA
AT5G60430.1	NA	NA
AT5G60430.2	NA	NA
AT5G60430.3	NA	NA
AT5G60430.4	NA	NA
AT5G60600.1	NA	NA
AT5G60600.2	NA	NA
AT5G60600.3	NA	NA
AT5G60600.4	NA	NA
AT5G60600.5	NA	NA
AT5G61030.1	NA	NA
AT5G61030.2	NA	NA
AT5G61130.1	NA	NA
AT5G61170.1	NA	NA
AT5G61230.1	NA	NA
AT5G61590.1	NA	NA
AT5G62000.1	NA	NA
AT5G62000.2	NA	NA
AT5G62000.3	NA	NA
AT5G62000.4	NA	NA
AT5G62000.5	NA	NA
AT5G62030.1	NA	NA
AT5G62190.1	NA	NA
AT5G62350.1	NA	NA
AT5G62360.1	NA	NA
AT5G62460.1	NA	NA
AT5G62460.2	NA	NA
AT5G62460.3	NA	NA
AT5G62575.1	NA	NA
AT5G62575.2	NA	NA
AT5G62640.1	NA	NA
AT5G62640.2	NA	NA
AT5G62640.3	NA	NA
AT5G62690.1	NA	NA
AT5G62700.1	NA	NA
AT5G62810.1	NA	NA
AT5G62940.1	NA	NA
AT5G63000.1	NA	NA
AT5G63160.1	NA	NA
AT5G63160.2	NA	NA
AT5G63160.3	NA	NA
AT5G63180.1	NA	NA
AT5G63260.1	NA	NA
AT5G63260.2	NA	NA
AT5G63470.1	NA	NA
AT5G63570.1	NA	NA
AT5G63570.2	NA	NA
AT5G63620.1	NA	NA
AT5G63620.2	NA	NA
AT5G63620.3	NA	NA
AT5G63660.1	NA	NA
AT5G63780.1	NA	NA
AT5G63780.2	NA	NA
AT5G63940.1	NA	NA
AT5G63980.1	NA	NA
AT5G64030.1	NA	NA
AT5G64070.1	NA	NA
AT5G64130.1	NA	NA
AT5G64130.2	NA	NA
AT5G64130.3	NA	NA
AT5G64200.1	NA	NA
AT5G64200.2	NA	NA
AT5G64250.1	NA	NA
AT5G64250.2	NA	NA
AT5G64260.1	NA	NA
AT5G64270.1	NA	NA
AT5G64280.1	NA	NA
AT5G64310.1	NA	NA
AT5G64350.1	NA	NA
AT5G64400.1	NA	NA
AT5G64400.2	NA	NA
AT5G64400.3	NA	NA
AT5G64880.1	NA	NA
AT5G64930.1	NA	NA
AT5G64940.1	NA	NA
AT5G64940.2	NA	NA
AT5G65010.1	NA	NA
AT5G65010.2	NA	NA
AT5G65020.1	NA	NA
AT5G65020.2	NA	NA
AT5G65220.1	NA	NA
AT5G65260.1	NA	NA
AT5G65360.1	NA	NA
AT5G65390.1	NA	NA
AT5G65430.1	NA	NA
AT5G65430.2	NA	NA
AT5G65430.3	NA	NA
AT5G65640.1	NA	NA
AT5G65640.2	NA	NA
AT5G65840.1	NA	NA
AT5G66040.1	NA	NA
AT5G66040.2	NA	NA
AT5G66090.1	NA	NA
AT5G66100.1	NA	NA
AT5G66100.2	NA	NA
AT5G66140.1	NA	NA
AT5G66190.1	NA	NA
AT5G66190.2	NA	NA
AT5G66880.1	NA	NA
AT5G66880.2	NA	NA
AT5G67030.1	NA	NA
AT5G67030.2	NA	NA
AT5G67250.1	NA	NA
AT5G67330.1	NA	NA
AT5G67370.1	NA	NA
AT5G67385.1	NA	NA
AT5G67385.2	NA	NA
AT5G67385.3	NA	NA
AT5G67385.4	NA	NA
AT5G67385.5	NA	NA
AT5G67420.1	NA	NA
AT5G67420.2	NA	NA
AT5G67590.1	NA	NA
ATCG00950.1	NA	NA
ATCG01180.1	NA	NA
ATMG00030.1	NA	NA
ATMG01390.1	NA	NA
ENSRNA049451242-T1	NA	NA
ENSRNA049493717-T1	NA	NA
ENSRNA049494572-T1	NA	NA
